Clothing_Spend_per_Month,Food_Type,Housing_Type,Energy_Usage_kWh_per_Month,Water_Usage_Liters_per_Day,Transportation_Mode,Consumption_Spend_per_Month,Recycling_Habits,Carbon_Emissions_kgCO2
2469,Vegan,Apartment,345,88,Bicycle,7719,Never,290.185
4929,Mixed,Own_House,307,65,Car,9435,Always,420.715
2408,Mixed,Own_House,130,71,Bicycle,9697,Sometimes,213.615
875,Mixed,Own_House,474,262,Walking,7360,Sometimes,368.15
4030,Non-Vegetarian,Apartment,317,359,Bicycle,8657,Never,335.035
3135,Non-Vegetarian,Apartment,468,198,Car,4590,Sometimes,465.7
2070,Non-Vegetarian,Shared_House,284,290,Bicycle,2192,Never,255.66
3060,Non-Vegetarian,Own_House,370,321,Walking,2464,Never,333.97
3891,Vegan,Own_House,360,108,Bicycle,1390,Sometimes,288.76
3465,Vegan,Own_House,350,336,Public_Transport,6615,Sometimes,337.02500000000003
4143,Vegan,Dormitory,406,475,Car,7106,Never,438.71
4350,Vegetarian,Shared_House,262,251,Public_Transport,9864,Sometimes,296.37
1372,Mixed,Own_House,111,81,Walking,3560,Always,158.57
1752,Non-Vegetarian,Own_House,98,492,Bicycle,6867,Sometimes,207.955
1814,Non-Vegetarian,Own_House,176,211,Public_Transport,2211,Sometimes,230.245
3398,Vegan,Dormitory,272,304,Public_Transport,2539,Always,240.375
577,Non-Vegetarian,Dormitory,458,303,Bicycle,1643,Sometimes,310.635
3121,Non-Vegetarian,Apartment,328,58,Bicycle,9693,Sometimes,314.07500000000005
4727,Mixed,Shared_House,457,188,Car,9921,Never,492.275
1100,Vegan,Apartment,343,59,Public_Transport,2283,Sometimes,259.365
1565,Mixed,Shared_House,333,263,Public_Transport,8680,Sometimes,308.70000000000005
2636,Vegetarian,Dormitory,326,322,Walking,8345,Always,274.685
2949,Vegetarian,Own_House,487,373,Car,5386,Never,488.57
2843,Vegetarian,Apartment,156,97,Walking,1919,Never,175.875
2363,Vegan,Own_House,195,485,Public_Transport,3339,Never,247.075
1818,Non-Vegetarian,Apartment,469,160,Walking,9947,Sometimes,377.915
4097,Vegan,Dormitory,148,202,Public_Transport,6930,Never,214.72
4262,Vegan,Dormitory,478,172,Public_Transport,6402,Always,364.73
2690,Non-Vegetarian,Dormitory,424,454,Walking,6663,Never,354.915
1492,Mixed,Apartment,122,406,Walking,6275,Always,180.095
3212,Vegetarian,Shared_House,486,151,Bicycle,1507,Never,337.70500000000004
2692,Mixed,Apartment,171,290,Bicycle,2436,Never,204.1
1748,Vegetarian,Shared_House,79,370,Bicycle,9750,Always,159.23000000000002
3554,Vegan,Apartment,237,240,Public_Transport,8354,Never,277.81
4533,Vegetarian,Apartment,413,266,Walking,5516,Never,347.71
2497,Vegan,Dormitory,403,100,Car,4622,Never,389.58
4187,Mixed,Own_House,337,341,Public_Transport,5399,Sometimes,346.915
2651,Vegan,Own_House,244,130,Car,6037,Always,337.695
4518,Mixed,Shared_House,205,432,Walking,9111,Never,272.33500000000004
3610,Non-Vegetarian,Own_House,221,137,Public_Transport,4715,Always,274.525
2470,Non-Vegetarian,Apartment,384,243,Car,8837,Always,435.535
697,Non-Vegetarian,Apartment,90,153,Car,2301,Always,233.625
3126,Vegan,Dormitory,112,320,Bicycle,8370,Never,180.11
1702,Non-Vegetarian,Dormitory,72,145,Bicycle,6185,Never,151.195
2535,Vegetarian,Own_House,409,472,Bicycle,3155,Always,326.725
977,Mixed,Shared_House,124,428,Public_Transport,7411,Sometimes,200.225
1754,Mixed,Own_House,97,247,Walking,7365,Always,182.715
1422,Vegetarian,Own_House,209,50,Walking,1692,Sometimes,192.18
919,Vegan,Own_House,362,456,Bicycle,2478,Always,277.88
2704,Vegan,Own_House,167,427,Bicycle,7396,Always,221.37
3097,Mixed,Apartment,149,216,Bicycle,9448,Always,216.01
1620,Non-Vegetarian,Shared_House,429,175,Car,1441,Never,414.155
3568,Vegan,Apartment,466,362,Bicycle,3646,Sometimes,347.51000000000005
1450,Vegan,Shared_House,457,130,Car,6209,Sometimes,415.545
2836,Vegetarian,Dormitory,216,467,Walking,7533,Always,224.875
2743,Vegetarian,Own_House,339,300,Public_Transport,5677,Never,330.315
3145,Non-Vegetarian,Apartment,489,218,Public_Transport,8211,Never,422.905
2357,Vegan,Shared_House,205,122,Public_Transport,3645,Sometimes,205.395
2365,Vegan,Dormitory,470,190,Public_Transport,9210,Never,369.2
3412,Vegetarian,Dormitory,56,119,Car,8933,Sometimes,245.235
3353,Vegan,Own_House,245,311,Car,6476,Sometimes,361.46
3728,Mixed,Shared_House,470,389,Bicycle,8928,Sometimes,386.37
4219,Vegetarian,Apartment,105,357,Car,3080,Never,282.94
3728,Non-Vegetarian,Own_House,370,294,Bicycle,7089,Sometimes,354.925
2871,Vegetarian,Apartment,242,52,Bicycle,8396,Sometimes,241.79
3391,Vegan,Dormitory,96,386,Public_Transport,8797,Always,187.695
4256,Non-Vegetarian,Apartment,197,112,Car,1861,Sometimes,323.46500000000003
4725,Vegetarian,Apartment,324,98,Car,9346,Sometimes,408.38
594,Mixed,Own_House,206,125,Bicycle,4494,Always,205.16
3174,Mixed,Apartment,251,417,Bicycle,1904,Always,240.11
2455,Vegetarian,Own_House,493,224,Walking,2269,Never,363.595
1293,Mixed,Dormitory,451,158,Walking,1404,Sometimes,295.85
2334,Mixed,Own_House,468,232,Bicycle,2184,Never,359.86
2616,Mixed,Own_House,476,241,Walking,9938,Never,405.9
4606,Non-Vegetarian,Shared_House,175,114,Walking,2725,Always,207.885
3825,Mixed,Apartment,444,386,Bicycle,9462,Never,391.86
3419,Mixed,Dormitory,354,320,Bicycle,6811,Sometimes,303.745
3097,Mixed,Own_House,418,149,Car,6606,Always,447.95
3705,Non-Vegetarian,Dormitory,343,81,Bicycle,4956,Sometimes,289.88
1314,Vegetarian,Shared_House,113,401,Bicycle,1171,Sometimes,135.54500000000002
845,Vegan,Apartment,374,177,Public_Transport,9465,Always,309.125
2849,Mixed,Own_House,441,451,Car,3306,Sometimes,460.5700000000001
862,Vegetarian,Apartment,467,418,Car,1421,Always,412.625
2943,Mixed,Shared_House,225,388,Car,6540,Sometimes,344.03000000000003
2765,Non-Vegetarian,Shared_House,165,92,Public_Transport,5675,Always,218.125
2688,Vegetarian,Dormitory,489,421,Bicycle,7748,Never,371.17
3505,Non-Vegetarian,Own_House,253,468,Car,7103,Sometimes,402.965
3781,Mixed,Dormitory,370,127,Car,2473,Always,379.025
1484,Mixed,Shared_House,80,363,Walking,4243,Sometimes,144.205
2139,Non-Vegetarian,Apartment,437,338,Car,3181,Sometimes,440.195
1327,Vegan,Dormitory,162,319,Bicycle,4096,Sometimes,158.2
3230,Non-Vegetarian,Dormitory,414,211,Bicycle,7646,Always,335.58000000000004
4031,Mixed,Apartment,483,238,Walking,6882,Never,393.12
4951,Non-Vegetarian,Dormitory,374,296,Car,6982,Never,446.22
3435,Vegan,Apartment,463,437,Car,6798,Never,471.69000000000005
4376,Non-Vegetarian,Own_House,425,265,Car,9415,Always,494.085
626,Vegan,Apartment,393,364,Public_Transport,9411,Never,338.015
3677,Vegan,Own_House,492,462,Car,9456,Always,505.65
3556,Non-Vegetarian,Apartment,116,388,Bicycle,5524,Sometimes,208.08
1103,Non-Vegetarian,Shared_House,124,439,Bicycle,7559,Sometimes,192.775
3949,Vegetarian,Shared_House,94,426,Public_Transport,8620,Never,218.39
4646,Mixed,Own_House,309,482,Public_Transport,3774,Always,331.43
4033,Vegan,Own_House,203,217,Car,6673,Sometimes,343.545
3867,Vegetarian,Shared_House,204,388,Walking,4124,Always,215.69000000000003
3868,Non-Vegetarian,Own_House,479,242,Public_Transport,9671,Always,436.1350000000001
4297,Mixed,Apartment,412,332,Public_Transport,2353,Sometimes,354.835
2292,Vegetarian,Apartment,497,385,Car,4854,Always,457.44
3361,Vegan,Shared_House,283,439,Car,9134,Sometimes,377.73
3976,Vegetarian,Dormitory,100,62,Public_Transport,1924,Sometimes,154.98
3917,Vegan,Apartment,355,289,Walking,3170,Sometimes,289.47
2145,Non-Vegetarian,Own_House,311,369,Public_Transport,6506,Always,325.42999999999995
1705,Mixed,Dormitory,364,495,Car,3395,Sometimes,383.275
3530,Mixed,Dormitory,174,196,Car,9220,Always,315.70000000000005
3372,Mixed,Apartment,448,253,Public_Transport,9226,Sometimes,394.0
3572,Non-Vegetarian,Apartment,294,129,Walking,6515,Sometimes,289.245
2354,Vegan,Dormitory,79,428,Public_Transport,3670,Never,157.79
4521,Non-Vegetarian,Dormitory,475,92,Public_Transport,4365,Never,389.135
3208,Mixed,Shared_House,171,138,Car,1588,Never,289.92
4002,Non-Vegetarian,Own_House,174,197,Walking,4138,Always,235.06
1832,Non-Vegetarian,Shared_House,86,144,Bicycle,7663,Always,161.83499999999998
701,Non-Vegetarian,Apartment,219,477,Walking,5086,Sometimes,233.29
4007,Vegan,Shared_House,173,200,Public_Transport,9531,Sometimes,239.225
4712,Vegetarian,Shared_House,406,51,Public_Transport,5270,Sometimes,339.02000000000004
1074,Vegetarian,Shared_House,84,425,Public_Transport,7019,Sometimes,169.085
1036,Non-Vegetarian,Shared_House,136,71,Walking,1556,Always,144.69
2125,Vegetarian,Own_House,183,420,Car,9022,Sometimes,341.36
2622,Vegetarian,Own_House,245,362,Public_Transport,6452,Sometimes,281.58
885,Non-Vegetarian,Dormitory,323,377,Public_Transport,4567,Never,292.035
3781,Non-Vegetarian,Apartment,250,56,Walking,4899,Sometimes,257.605
974,Mixed,Shared_House,418,255,Bicycle,7477,Sometimes,318.875
917,Vegetarian,Dormitory,334,489,Bicycle,8500,Sometimes,275.62
4100,Vegan,Dormitory,126,424,Car,2016,Always,257.78
1454,Non-Vegetarian,Dormitory,108,163,Car,7470,Never,274.04
1705,Mixed,Own_House,480,321,Public_Transport,3062,Sometimes,380.91
4620,Vegan,Shared_House,175,132,Walking,5321,Sometimes,201.905
2490,Vegetarian,Shared_House,450,228,Public_Transport,4496,Never,351.28000000000003
4072,Mixed,Apartment,158,259,Car,2813,Sometimes,304.235
4880,Non-Vegetarian,Shared_House,273,377,Walking,7256,Always,295.43
4658,Vegan,Shared_House,327,173,Walking,3313,Sometimes,270.295
3213,Non-Vegetarian,Dormitory,117,162,Car,2231,Always,257.385
2703,Vegetarian,Apartment,118,61,Bicycle,6831,Always,165.735
3620,Vegan,Shared_House,214,175,Bicycle,3999,Sometimes,206.945
1466,Vegetarian,Own_House,354,102,Walking,4440,Never,288.96
3932,Vegetarian,Shared_House,446,380,Public_Transport,5056,Always,361.6
1188,Mixed,Dormitory,211,438,Bicycle,1305,Never,195.805
4743,Non-Vegetarian,Own_House,414,332,Public_Transport,2689,Sometimes,386.975
4201,Vegan,Dormitory,391,189,Bicycle,4917,Always,294.045
841,Vegetarian,Shared_House,358,450,Bicycle,8080,Sometimes,290.31
2224,Vegetarian,Own_House,428,439,Public_Transport,9611,Never,396.245
4922,Vegan,Apartment,392,146,Car,3936,Sometimes,414.7
2292,Vegetarian,Apartment,484,54,Bicycle,4862,Sometimes,339.43
2259,Mixed,Own_House,436,106,Bicycle,6649,Always,346.635
3712,Mixed,Own_House,91,461,Public_Transport,4261,Sometimes,219.475
1489,Mixed,Dormitory,403,383,Car,2819,Sometimes,392.135
2762,Mixed,Own_House,465,118,Bicycle,2342,Sometimes,350.23
2982,Vegetarian,Dormitory,158,167,Bicycle,6560,Always,177.46999999999997
1451,Vegan,Shared_House,100,425,Car,3226,Never,244.39
1222,Vegan,Dormitory,299,108,Bicycle,2079,Never,212.515
3889,Vegan,Own_House,390,82,Car,5206,Sometimes,421.52
2579,Vegan,Own_House,479,367,Car,7280,Always,472.54
3217,Non-Vegetarian,Shared_House,432,99,Public_Transport,8235,Sometimes,374.295
2832,Vegan,Own_House,70,417,Walking,1813,Never,158.235
3876,Non-Vegetarian,Own_House,349,68,Car,6089,Always,424.605
2000,Non-Vegetarian,Apartment,188,263,Public_Transport,3031,Never,237.305
785,Mixed,Apartment,408,246,Walking,9514,Never,336.72
3995,Non-Vegetarian,Shared_House,373,428,Bicycle,6911,Always,337.405
2565,Vegetarian,Dormitory,434,499,Walking,3653,Always,313.365
1268,Non-Vegetarian,Apartment,141,96,Car,4340,Sometimes,277.18
3557,Mixed,Dormitory,496,216,Car,8876,Sometimes,481.25
4789,Non-Vegetarian,Own_House,329,338,Car,2141,Never,429.995
2661,Vegetarian,Apartment,174,190,Car,9558,Always,313.4
3793,Vegetarian,Shared_House,446,133,Car,3897,Always,422.065
1446,Vegetarian,Shared_House,160,231,Public_Transport,5041,Sometimes,191.215
3835,Mixed,Shared_House,403,440,Car,3038,Never,434.54
4650,Mixed,Apartment,188,128,Public_Transport,5270,Never,258.25
1981,Vegan,Dormitory,484,264,Bicycle,5683,Sometimes,330.925
2401,Mixed,Own_House,322,63,Car,1494,Always,363.13
3951,Vegetarian,Dormitory,148,264,Car,8116,Sometimes,299.79
4564,Vegetarian,Dormitory,301,452,Walking,2784,Sometimes,265.16
554,Mixed,Own_House,387,177,Bicycle,4510,Sometimes,302.94
2323,Non-Vegetarian,Own_House,153,359,Car,4786,Sometimes,324.11
3962,Mixed,Apartment,263,297,Car,6266,Always,369.8
3579,Mixed,Apartment,298,453,Bicycle,6428,Sometimes,297.08
1332,Vegetarian,Apartment,201,78,Public_Transport,7681,Always,218.625
4908,Vegan,Apartment,299,329,Car,7893,Sometimes,396.995
3306,Vegetarian,Apartment,324,387,Walking,5658,Never,297.7
2990,Vegan,Own_House,214,368,Car,8082,Always,348.21000000000004
827,Vegetarian,Dormitory,390,251,Walking,7869,Never,295.165
3810,Mixed,Apartment,57,410,Walking,8607,Sometimes,187.635
3800,Vegetarian,Apartment,333,106,Car,8669,Sometimes,400.645
4175,Vegetarian,Dormitory,54,441,Car,7219,Sometimes,259.395
3554,Vegetarian,Apartment,194,267,Walking,5534,Always,216.06
2643,Mixed,Dormitory,150,111,Bicycle,6979,Never,191.875
1811,Mixed,Dormitory,213,206,Bicycle,9890,Always,221.86
3691,Mixed,Own_House,423,251,Car,2312,Always,440.02
3038,Mixed,Shared_House,196,66,Public_Transport,3962,Sometimes,221.49
4483,Vegan,Own_House,113,371,Bicycle,3938,Never,204.57
664,Vegan,Shared_House,140,55,Car,4197,Sometimes,235.375
4777,Non-Vegetarian,Shared_House,166,107,Bicycle,6296,Always,222.6
1322,Mixed,Shared_House,403,374,Public_Transport,8204,Sometimes,344.44
1443,Vegan,Apartment,316,461,Car,6730,Never,379.13
4925,Vegetarian,Own_House,359,367,Public_Transport,1126,Sometimes,335.23
1274,Mixed,Shared_House,222,218,Car,6602,Never,325.15
2698,Non-Vegetarian,Dormitory,96,131,Public_Transport,2191,Never,172.485
3656,Non-Vegetarian,Apartment,189,474,Bicycle,3639,Sometimes,240.455
4742,Non-Vegetarian,Own_House,295,482,Bicycle,2366,Always,308.35
4195,Vegetarian,Shared_House,198,268,Public_Transport,7453,Sometimes,251.615
3952,Vegan,Dormitory,295,226,Public_Transport,7671,Always,279.175
1414,Vegetarian,Own_House,444,253,Public_Transport,7683,Always,364.705
1808,Mixed,Own_House,54,120,Car,5539,Sometimes,251.275
4677,Non-Vegetarian,Apartment,233,436,Bicycle,9876,Always,296.95000000000005
1013,Vegetarian,Own_House,69,315,Car,3887,Always,237.315
2420,Vegetarian,Apartment,474,147,Bicycle,5086,Sometimes,341.48
4094,Vegan,Shared_House,95,394,Walking,3261,Sometimes,159.445
1909,Vegan,Apartment,61,340,Car,5180,Sometimes,234.99
3690,Non-Vegetarian,Dormitory,119,257,Bicycle,3841,Always,175.955
4991,Vegetarian,Apartment,66,51,Bicycle,7040,Never,175.66
2055,Vegetarian,Dormitory,420,173,Car,4560,Always,389.5
1304,Vegan,Apartment,196,329,Car,5758,Never,306.28
1779,Vegetarian,Own_House,203,123,Bicycle,1626,Sometimes,196.07
4077,Vegetarian,Shared_House,353,215,Car,6014,Never,405.59
3401,Vegetarian,Dormitory,157,71,Public_Transport,2375,Sometimes,180.435
1887,Vegan,Apartment,285,203,Car,2181,Sometimes,324.925
3261,Non-Vegetarian,Apartment,357,476,Car,6708,Never,443.4500000000001
3179,Mixed,Apartment,401,488,Car,1490,Sometimes,421.64
2606,Non-Vegetarian,Own_House,119,344,Bicycle,4729,Never,216.405
4723,Mixed,Own_House,232,268,Public_Transport,6974,Sometimes,304.0
3268,Vegetarian,Dormitory,299,206,Walking,4534,Always,242.65000000000003
